timestamp,intersection_id,vehicle_count,congestion_level,hour,minute,day_of_week,is_weekend,is_olympic_event,is_rush_hour,hour_sin,hour_cos,is_olympic_corridor,prev_hour_vehicles
2025-09-01 01:35:00,A1,6,0.19472404695606466,1,35,0,False,False,0,0.25881904510252074,0.9659258262890683,0,11.0
2025-09-01 01:40:00,A1,9,0.1416917288119015,1,40,0,False,False,0,0.25881904510252074,0.9659258262890683,0,9.0
2025-09-01 01:45:00,A1,8,0.12994468795216194,1,45,0,False,False,0,0.25881904510252074,0.9659258262890683,0,10.0
2025-09-01 01:50:00,A1,11,0.24656030886090025,1,50,0,False,False,0,0.25881904510252074,0.9659258262890683,0,11.0
2025-09-01 01:55:00,A1,12,0.154537186090172,1,55,0,False,False,0,0.25881904510252074,0.9659258262890683,0,13.0
2025-09-01 02:00:00,A1,9,0.13886299847678113,2,0,0,False,False,0,0.49999999999999994,0.8660254037844387,0,10.0
2025-09-01 02:05:00,A1,6,0.1969087494450933,2,5,0,False,False,0,0.49999999999999994,0.8660254037844387,0,8.0
2025-09-01 02:10:00,A1,11,0.14566750943632353,2,10,0,False,False,0,0.49999999999999994,0.8660254037844387,0,10.0
2025-09-01 02:15:00,A1,10,0.1629134742210695,2,15,0,False,False,0,0.49999999999999994,0.8660254037844387,0,12.0
2025-09-01 02:20:00,A1,9,0.035659291494237536,2,20,0,False,False,0,0.49999999999999994,0.8660254037844387,0,10.0
2025-09-01 02:25:00,A1,9,0.22923664451145775,2,25,0,False,False,0,0.49999999999999994,0.8660254037844387,0,8.0
2025-09-01 02:30:00,A1,11,0.16593593619869598,2,30,0,False,False,0,0.49999999999999994,0.8660254037844387,0,9.0
2025-09-01 02:35:00,A1,9,0.03592462524433351,2,35,0,False,False,0,0.49999999999999994,0.8660254037844387,0,6.0
2025-09-01 02:40:00,A1,8,0.20259356656732744,2,40,0,False,False,0,0.49999999999999994,0.8660254037844387,0,9.0
2025-09-01 02:45:00,A1,9,0.1753077436455415,2,45,0,False,False,0,0.49999999999999994,0.8660254037844387,0,8.0
2025-09-01 02:50:00,A1,9,0.08212456047744941,2,50,0,False,False,0,0.49999999999999994,0.8660254037844387,0,11.0
2025-09-01 02:55:00,A1,8,0.07903782320583073,2,55,0,False,False,0,0.49999999999999994,0.8660254037844387,0,12.0
2025-09-01 03:00:00,A1,11,0.21700506886354082,3,0,0,False,False,0,0.7071067811865475,0.7071067811865476,0,9.0
2025-09-01 03:05:00,A1,9,0.24585203142354814,3,5,0,False,False,0,0.7071067811865475,0.7071067811865476,0,6.0
2025-09-01 03:10:00,A1,11,0.047029161352770826,3,10,0,False,False,0,0.7071067811865475,0.7071067811865476,0,11.0
2025-09-01 03:15:00,A1,7,0.1677085041246556,3,15,0,False,False,0,0.7071067811865475,0.7071067811865476,0,10.0
2025-09-01 03:20:00,A1,11,0.09699257802676009,3,20,0,False,False,0,0.7071067811865475,0.7071067811865476,0,9.0
2025-09-01 03:25:00,A1,8,0.05766728536079782,3,25,0,False,False,0,0.7071067811865475,0.7071067811865476,0,9.0
2025-09-01 03:30:00,A1,7,0.19770942618450577,3,30,0,False,False,0,0.7071067811865475,0.7071067811865476,0,11.0
2025-09-01 03:35:00,A1,10,0.1471477348677766,3,35,0,False,False,0,0.7071067811865475,0.7071067811865476,0,9.0
2025-09-01 03:40:00,A1,8,0.20026769297856048,3,40,0,False,False,0,0.7071067811865475,0.7071067811865476,0,8.0
2025-09-01 03:45:00,A1,11,0.2510674794158518,3,45,0,False,False,0,0.7071067811865475,0.7071067811865476,0,9.0
2025-09-01 03:50:00,A1,9,0.1380793998342671,3,50,0,False,False,0,0.7071067811865475,0.7071067811865476,0,9.0
2025-09-01 03:55:00,A1,11,0.1276366297352129,3,55,0,False,False,0,0.7071067811865475,0.7071067811865476,0,8.0
2025-09-01 04:00:00,A1,10,0.12474805618610099,4,0,0,False,False,0,0.8660254037844386,0.5000000000000001,0,11.0
2025-09-01 04:05:00,A1,8,0.15537842882605502,4,5,0,False,False,0,0.8660254037844386,0.5000000000000001,0,9.0
2025-09-01 04:10:00,A1,11,0.05878423824337721,4,10,0,False,False,0,0.8660254037844386,0.5000000000000001,0,11.0
2025-09-01 04:15:00,A1,7,0.18370733750479856,4,15,0,False,False,0,0.8660254037844386,0.5000000000000001,0,7.0
2025-09-01 04:20:00,A1,11,0.13382212776065203,4,20,0,False,False,0,0.8660254037844386,0.5000000000000001,0,11.0
2025-09-01 04:25:00,A1,13,0.12998398679840145,4,25,0,False,False,0,0.8660254037844386,0.5000000000000001,0,8.0
2025-09-01 04:30:00,A1,9,0.16457829916344793,4,30,0,False,False,0,0.8660254037844386,0.5000000000000001,0,7.0
2025-09-01 04:35:00,A1,12,0.08763115441083966,4,35,0,False,False,0,0.8660254037844386,0.5000000000000001,0,10.0
2025-09-01 04:40:00,A1,10,0.1231561421139027,4,40,0,False,False,0,0.8660254037844386,0.5000000000000001,0,8.0
2025-09-01 04:45:00,A1,9,0.1659645935077192,4,45,0,False,False,0,0.8660254037844386,0.5000000000000001,0,11.0
2025-09-01 04:50:00,A1,8,0.03632186938274064,4,50,0,False,False,0,0.8660254037844386,0.5000000000000001,0,9.0
2025-09-01 04:55:00,A1,6,0.14560009223800033,4,55,0,False,False,0,0.8660254037844386,0.5000000000000001,0,11.0
2025-09-01 05:00:00,A1,10,0.19067428233505684,5,0,0,False,False,0,0.9659258262890683,0.25881904510252074,0,10.0
2025-09-01 05:05:00,A1,11,0.18044626724655746,5,5,0,False,False,0,0.9659258262890683,0.25881904510252074,0,8.0
2025-09-01 05:10:00,A1,8,0.17679309388359188,5,10,0,False,False,0,0.9659258262890683,0.25881904510252074,0,11.0
2025-09-01 05:15:00,A1,9,0.18660823028632106,5,15,0,False,False,0,0.9659258262890683,0.25881904510252074,0,7.0
2025-09-01 05:20:00,A1,10,0.12181054776948826,5,20,0,False,False,0,0.9659258262890683,0.25881904510252074,0,11.0
2025-09-01 05:25:00,A1,8,0.17344908860540184,5,25,0,False,False,0,0.9659258262890683,0.25881904510252074,0,13.0
2025-09-01 05:30:00,A1,10,0.18122229722877203,5,30,0,False,False,0,0.9659258262890683,0.25881904510252074,0,9.0
2025-09-01 05:35:00,A1,11,0.21887260602069197,5,35,0,False,False,0,0.9659258262890683,0.25881904510252074,0,12.0
2025-09-01 05:40:00,A1,13,0.06446361098721473,5,40,0,False,False,0,0.9659258262890683,0.25881904510252074,0,10.0
2025-09-01 05:45:00,A1,7,0.10785549255122504,5,45,0,False,False,0,0.9659258262890683,0.25881904510252074,0,9.0
2025-09-01 05:50:00,A1,9,0.0733305758725573,5,50,0,False,False,0,0.9659258262890683,0.25881904510252074,0,8.0
2025-09-01 05:55:00,A1,8,0.110507125312231,5,55,0,False,False,0,0.9659258262890683,0.25881904510252074,0,6.0
2025-09-01 06:00:00,A1,12,0.12246680918140034,6,0,0,False,False,0,1.0,6.123233995736766e-17,0,10.0
2025-09-01 06:05:00,A1,9,0.15129062704387095,6,5,0,False,False,0,1.0,6.123233995736766e-17,0,11.0
2025-09-01 06:10:00,A1,9,0.18536020606577996,6,10,0,False,False,0,1.0,6.123233995736766e-17,0,8.0
2025-09-01 06:15:00,A1,11,0.03483790664762611,6,15,0,False,False,0,1.0,6.123233995736766e-17,0,9.0
2025-09-01 06:20:00,A1,11,0.16643545658163036,6,20,0,False,False,0,1.0,6.123233995736766e-17,0,10.0
2025-09-01 06:25:00,A1,11,0.1601887991679311,6,25,0,False,False,0,1.0,6.123233995736766e-17,0,8.0
2025-09-01 06:30:00,A1,10,0.1761916959336567,6,30,0,False,False,0,1.0,6.123233995736766e-17,0,10.0
2025-09-01 06:35:00,A1,9,0.20372795874848304,6,35,0,False,False,0,1.0,6.123233995736766e-17,0,11.0
2025-09-01 06:40:00,A1,8,0.1838355030705606,6,40,0,False,False,0,1.0,6.123233995736766e-17,0,13.0
2025-09-01 06:45:00,A1,9,0.12157203594852763,6,45,0,False,False,0,1.0,6.123233995736766e-17,0,7.0
2025-09-01 06:50:00,A1,12,0.12858619516396713,6,50,0,False,False,0,1.0,6.123233995736766e-17,0,9.0
2025-09-01 06:55:00,A1,10,0.1273222124770063,6,55,0,False,False,0,1.0,6.123233995736766e-17,0,8.0
2025-09-01 07:00:00,A1,53,0.6643252617722353,7,0,0,False,False,1,0.9659258262890683,-0.25881904510252063,0,12.0
2025-09-01 07:05:00,A1,63,0.659535857099446,7,5,0,False,False,1,0.9659258262890683,-0.25881904510252063,0,9.0
2025-09-01 07:10:00,A1,62,0.6171459635434066,7,10,0,False,False,1,0.9659258262890683,-0.25881904510252063,0,9.0
2025-09-01 07:15:00,A1,42,0.6820436441581658,7,15,0,False,False,1,0.9659258262890683,-0.25881904510252063,0,11.0
2025-09-01 07:20:00,A1,49,0.6401011919157825,7,20,0,False,False,1,0.9659258262890683,-0.25881904510252063,0,11.0
2025-09-01 07:25:00,A1,49,0.5759221852658736,7,25,0,False,False,1,0.9659258262890683,-0.25881904510252063,0,11.0
2025-09-01 07:30:00,A1,42,0.6459481362632459,7,30,0,False,False,1,0.9659258262890683,-0.25881904510252063,0,10.0
2025-09-01 07:35:00,A1,51,0.6811430201786925,7,35,0,False,False,1,0.9659258262890683,-0.25881904510252063,0,9.0
2025-09-01 07:40:00,A1,55,0.7019139449607255,7,40,0,False,False,1,0.9659258262890683,-0.25881904510252063,0,8.0
2025-09-01 07:45:00,A1,49,0.6874299994902138,7,45,0,False,False,1,0.9659258262890683,-0.25881904510252063,0,9.0
2025-09-01 07:50:00,A1,49,0.591463470949841,7,50,0,False,False,1,0.9659258262890683,-0.25881904510252063,0,12.0
2025-09-01 07:55:00,A1,48,0.680934061127002,7,55,0,False,False,1,0.9659258262890683,-0.25881904510252063,0,10.0
2025-09-01 08:00:00,A1,48,0.5685448288350006,8,0,0,False,False,1,0.8660254037844387,-0.49999999999999983,0,53.0
2025-09-01 08:05:00,A1,50,0.6327516941660241,8,5,0,False,False,1,0.8660254037844387,-0.49999999999999983,0,63.0
2025-09-01 08:10:00,A1,41,0.5409653068107578,8,10,0,False,False,1,0.8660254037844387,-0.49999999999999983,0,62.0
2025-09-01 08:15:00,A1,61,0.6462672221108696,8,15,0,False,False,1,0.8660254037844387,-0.49999999999999983,0,42.0
2025-09-01 08:20:00,A1,45,0.6282686060481802,8,20,0,False,False,1,0.8660254037844387,-0.49999999999999983,0,49.0
2025-09-01 08:25:00,A1,34,0.6845196001197495,8,25,0,False,False,1,0.8660254037844387,-0.49999999999999983,0,49.0
2025-09-01 08:30:00,A1,47,0.6612803146559578,8,30,0,False,False,1,0.8660254037844387,-0.49999999999999983,0,42.0
2025-09-01 08:35:00,A1,40,0.6802661455420019,8,35,0,False,False,1,0.8660254037844387,-0.49999999999999983,0,51.0
2025-09-01 08:40:00,A1,59,0.7208965821783863,8,40,0,False,False,1,0.8660254037844387,-0.49999999999999983,0,55.0
2025-09-01 08:45:00,A1,50,0.5713501769019091,8,45,0,False,False,1,0.8660254037844387,-0.49999999999999983,0,49.0
2025-09-01 08:50:00,A1,51,0.6474270121534051,8,50,0,False,False,1,0.8660254037844387,-0.49999999999999983,0,49.0
2025-09-01 08:55:00,A1,51,0.5946545894179794,8,55,0,False,False,1,0.8660254037844387,-0.49999999999999983,0,48.0
2025-09-01 09:00:00,A1,56,0.6852418204843165,9,0,0,False,False,1,0.7071067811865476,-0.7071067811865475,0,48.0
2025-09-01 09:05:00,A1,46,0.7100178330296081,9,5,0,False,False,1,0.7071067811865476,-0.7071067811865475,0,50.0
2025-09-01 09:10:00,A1,49,0.6740212939666433,9,10,0,False,False,1,0.7071067811865476,-0.7071067811865475,0,41.0
2025-09-01 09:15:00,A1,37,0.5958638617472344,9,15,0,False,False,1,0.7071067811865476,-0.7071067811865475,0,61.0
2025-09-01 09:20:00,A1,39,0.5731966452893773,9,20,0,False,False,1,0.7071067811865476,-0.7071067811865475,0,45.0
2025-09-01 09:25:00,A1,52,0.6566648390035797,9,25,0,False,False,1,0.7071067811865476,-0.7071067811865475,0,34.0
2025-09-01 09:30:00,A1,58,0.5928855376816845,9,30,0,False,False,1,0.7071067811865476,-0.7071067811865475,0,47.0
2025-09-01 09:35:00,A1,57,0.7137140438325458,9,35,0,False,False,1,0.7071067811865476,-0.7071067811865475,0,40.0
2025-09-01 09:40:00,A1,52,0.5877488206922119,9,40,0,False,False,1,0.7071067811865476,-0.7071067811865475,0,59.0
2025-09-01 09:45:00,A1,47,0.5848362119063109,9,45,0,False,False,1,0.7071067811865476,-0.7071067811865475,0,50.0
2025-09-01 09:50:00,A1,41,0.6692687076746755,9,50,0,False,False,1,0.7071067811865476,-0.7071067811865475,0,51.0
2025-09-01 09:55:00,A1,28,0.6921231135909376,9,55,0,False,False,1,0.7071067811865476,-0.7071067811865475,0,51.0
2025-09-01 10:00:00,A1,40,0.4495776831367465,10,0,0,False,False,0,0.49999999999999994,-0.8660254037844387,0,56.0
2025-09-01 10:05:00,A1,31,0.44509032988109015,10,5,0,False,False,0,0.49999999999999994,-0.8660254037844387,0,46.0
2025-09-01 10:10:00,A1,29,0.4704427469034106,10,10,0,False,False,0,0.49999999999999994,-0.8660254037844387,0,49.0
2025-09-01 10:15:00,A1,37,0.4593377337919643,10,15,0,False,False,0,0.49999999999999994,-0.8660254037844387,0,37.0
2025-09-01 10:20:00,A1,27,0.42313988671072883,10,20,0,False,False,0,0.49999999999999994,-0.8660254037844387,0,39.0
2025-09-01 10:25:00,A1,41,0.41616409049954073,10,25,0,False,False,0,0.49999999999999994,-0.8660254037844387,0,52.0
2025-09-01 10:30:00,A1,26,0.38515320861042895,10,30,0,False,False,0,0.49999999999999994,-0.8660254037844387,0,58.0
2025-09-01 10:35:00,A1,31,0.589118806866531,10,35,0,False,False,0,0.49999999999999994,-0.8660254037844387,0,57.0
2025-09-01 10:40:00,A1,34,0.3742999550741999,10,40,0,False,False,0,0.49999999999999994,-0.8660254037844387,0,52.0
2025-09-01 10:45:00,A1,26,0.489701016624498,10,45,0,False,False,0,0.49999999999999994,-0.8660254037844387,0,47.0
2025-09-01 10:50:00,A1,40,0.4344467629005341,10,50,0,False,False,0,0.49999999999999994,-0.8660254037844387,0,41.0
2025-09-01 10:55:00,A1,37,0.4409020213072071,10,55,0,False,False,0,0.49999999999999994,-0.8660254037844387,0,28.0
2025-09-01 11:00:00,A1,38,0.37060655356212857,11,0,0,False,False,0,0.258819045102521,-0.9659258262890682,0,40.0
2025-09-01 11:05:00,A1,39,0.4803072574662639,11,5,0,False,False,0,0.258819045102521,-0.9659258262890682,0,31.0
2025-09-01 11:10:00,A1,33,0.44141969361939987,11,10,0,False,False,0,0.258819045102521,-0.9659258262890682,0,29.0
2025-09-01 11:15:00,A1,40,0.440295104318004,11,15,0,False,False,0,0.258819045102521,-0.9659258262890682,0,37.0
2025-09-01 11:20:00,A1,28,0.35426335269069686,11,20,0,False,False,0,0.258819045102521,-0.9659258262890682,0,27.0
2025-09-01 11:25:00,A1,36,0.3992902656212043,11,25,0,False,False,0,0.258819045102521,-0.9659258262890682,0,41.0
2025-09-01 11:30:00,A1,38,0.46752052990285087,11,30,0,False,False,0,0.258819045102521,-0.9659258262890682,0,26.0
2025-09-01 11:35:00,A1,31,0.4657285303699723,11,35,0,False,False,0,0.258819045102521,-0.9659258262890682,0,31.0
2025-09-01 11:40:00,A1,36,0.4173307347598447,11,40,0,False,False,0,0.258819045102521,-0.9659258262890682,0,34.0
2025-09-01 11:45:00,A1,32,0.40391144583923755,11,45,0,False,False,0,0.258819045102521,-0.9659258262890682,0,26.0
2025-09-01 11:50:00,A1,34,0.542388745170135,11,50,0,False,False,0,0.258819045102521,-0.9659258262890682,0,40.0
2025-09-01 11:55:00,A1,35,0.42133078316676614,11,55,0,False,False,0,0.258819045102521,-0.9659258262890682,0,37.0
2025-09-01 12:00:00,A1,42,0.4592104277540161,12,0,0,False,False,0,1.2246467991473532e-16,-1.0,0,38.0
2025-09-01 12:05:00,A1,33,0.3978263536295903,12,5,0,False,False,0,1.2246467991473532e-16,-1.0,0,39.0
2025-09-01 12:10:00,A1,31,0.4319405263609436,12,10,0,False,False,0,1.2246467991473532e-16,-1.0,0,33.0
2025-09-01 12:15:00,A1,34,0.45398047847493805,12,15,0,False,False,0,1.2246467991473532e-16,-1.0,0,40.0
2025-09-01 12:20:00,A1,39,0.38341406212350493,12,20,0,False,False,0,1.2246467991473532e-16,-1.0,0,28.0
2025-09-01 12:25:00,A1,42,0.4332835312882894,12,25,0,False,False,0,1.2246467991473532e-16,-1.0,0,36.0
2025-09-01 12:30:00,A1,29,0.4713957459005865,12,30,0,False,False,0,1.2246467991473532e-16,-1.0,0,38.0
2025-09-01 12:35:00,A1,33,0.4450175883670089,12,35,0,False,False,0,1.2246467991473532e-16,-1.0,0,31.0
2025-09-01 12:40:00,A1,38,0.42953637022801544,12,40,0,False,False,0,1.2246467991473532e-16,-1.0,0,36.0
2025-09-01 12:45:00,A1,34,0.4128734736194747,12,45,0,False,False,0,1.2246467991473532e-16,-1.0,0,32.0
2025-09-01 12:50:00,A1,27,0.42325279923028414,12,50,0,False,False,0,1.2246467991473532e-16,-1.0,0,34.0
2025-09-01 12:55:00,A1,28,0.3781127996867973,12,55,0,False,False,0,1.2246467991473532e-16,-1.0,0,35.0
2025-09-01 13:00:00,A1,33,0.4431886913869338,13,0,0,False,False,0,-0.2588190451025208,-0.9659258262890683,0,42.0
2025-09-01 13:05:00,A1,42,0.6085871428829271,13,5,0,False,False,0,-0.2588190451025208,-0.9659258262890683,0,33.0
2025-09-01 13:10:00,A1,29,0.5000914444170641,13,10,0,False,False,0,-0.2588190451025208,-0.9659258262890683,0,31.0
2025-09-01 13:15:00,A1,36,0.37834558295462145,13,15,0,False,False,0,-0.2588190451025208,-0.9659258262890683,0,34.0
2025-09-01 13:20:00,A1,35,0.39519798898334424,13,20,0,False,False,0,-0.2588190451025208,-0.9659258262890683,0,39.0
2025-09-01 13:25:00,A1,34,0.41219970671390677,13,25,0,False,False,0,-0.2588190451025208,-0.9659258262890683,0,42.0
2025-09-01 13:30:00,A1,30,0.5252018322559792,13,30,0,False,False,0,-0.2588190451025208,-0.9659258262890683,0,29.0
2025-09-01 13:35:00,A1,33,0.4846511864713342,13,35,0,False,False,0,-0.2588190451025208,-0.9659258262890683,0,33.0
2025-09-01 13:40:00,A1,39,0.4538619202630537,13,40,0,False,False,0,-0.2588190451025208,-0.9659258262890683,0,38.0
2025-09-01 13:45:00,A1,28,0.4367157040876458,13,45,0,False,False,0,-0.2588190451025208,-0.9659258262890683,0,34.0
2025-09-01 13:50:00,A1,46,0.49911382460591147,13,50,0,False,False,0,-0.2588190451025208,-0.9659258262890683,0,27.0
2025-09-01 13:55:00,A1,37,0.41097725852950007,13,55,0,False,False,0,-0.2588190451025208,-0.9659258262890683,0,28.0
2025-09-01 14:00:00,A1,27,0.43121815494364435,14,0,0,False,False,0,-0.4999999999999998,-0.8660254037844388,0,33.0
2025-09-01 14:05:00,A1,39,0.4378146620470568,14,5,0,False,False,0,-0.4999999999999998,-0.8660254037844388,0,42.0
2025-09-01 14:10:00,A1,31,0.506123077091637,14,10,0,False,False,0,-0.4999999999999998,-0.8660254037844388,0,29.0
2025-09-01 14:15:00,A1,32,0.4266012698636178,14,15,0,False,False,0,-0.4999999999999998,-0.8660254037844388,0,36.0
2025-09-01 14:20:00,A1,31,0.5313535881560214,14,20,0,False,False,0,-0.4999999999999998,-0.8660254037844388,0,35.0
2025-09-01 14:25:00,A1,24,0.4954246783498348,14,25,0,False,False,0,-0.4999999999999998,-0.8660254037844388,0,34.0
2025-09-01 14:30:00,A1,23,0.4431957878414276,14,30,0,False,False,0,-0.4999999999999998,-0.8660254037844388,0,30.0
2025-09-01 14:35:00,A1,36,0.4540178344127436,14,35,0,False,False,0,-0.4999999999999998,-0.8660254037844388,0,33.0
2025-09-01 14:40:00,A1,24,0.3385975457183166,14,40,0,False,False,0,-0.4999999999999998,-0.8660254037844388,0,39.0
2025-09-01 14:45:00,A1,32,0.4395352660798586,14,45,0,False,False,0,-0.4999999999999998,-0.8660254037844388,0,28.0
2025-09-01 14:50:00,A1,36,0.4505333646737976,14,50,0,False,False,0,-0.4999999999999998,-0.8660254037844388,0,46.0
2025-09-01 14:55:00,A1,40,0.44273751637256464,14,55,0,False,False,0,-0.4999999999999998,-0.8660254037844388,0,37.0
2025-09-01 15:00:00,A1,37,0.5356989181206823,15,0,0,False,False,0,-0.7071067811865471,-0.7071067811865479,0,27.0
2025-09-01 15:05:00,A1,34,0.38847070528694205,15,5,0,False,False,0,-0.7071067811865471,-0.7071067811865479,0,39.0
2025-09-01 15:10:00,A1,35,0.3821020932531911,15,10,0,False,False,0,-0.7071067811865471,-0.7071067811865479,0,31.0
2025-09-01 15:15:00,A1,45,0.43111802483541256,15,15,0,False,False,0,-0.7071067811865471,-0.7071067811865479,0,32.0
2025-09-01 15:20:00,A1,33,0.4197326567575513,15,20,0,False,False,0,-0.7071067811865471,-0.7071067811865479,0,31.0
2025-09-01 15:25:00,A1,24,0.47526032254804906,15,25,0,False,False,0,-0.7071067811865471,-0.7071067811865479,0,24.0
2025-09-01 15:30:00,A1,26,0.4796731292315134,15,30,0,False,False,0,-0.7071067811865471,-0.7071067811865479,0,23.0
2025-09-01 15:35:00,A1,29,0.5810738329532247,15,35,0,False,False,0,-0.7071067811865471,-0.7071067811865479,0,36.0
2025-09-01 15:40:00,A1,41,0.4114060795540617,15,40,0,False,False,0,-0.7071067811865471,-0.7071067811865479,0,24.0
2025-09-01 15:45:00,A1,22,0.47337622706986643,15,45,0,False,False,0,-0.7071067811865471,-0.7071067811865479,0,32.0
2025-09-01 15:50:00,A1,32,0.500389009951563,15,50,0,False,False,0,-0.7071067811865471,-0.7071067811865479,0,36.0
2025-09-01 15:55:00,A1,33,0.5076762940460514,15,55,0,False,False,0,-0.7071067811865471,-0.7071067811865479,0,40.0
2025-09-01 16:00:00,A1,29,0.5236774971388176,16,0,0,False,False,0,-0.8660254037844384,-0.5000000000000004,0,37.0
2025-09-01 16:05:00,A1,36,0.45879897649959117,16,5,0,False,False,0,-0.8660254037844384,-0.5000000000000004,0,34.0
2025-09-01 16:10:00,A1,40,0.5154891727109587,16,10,0,False,False,0,-0.8660254037844384,-0.5000000000000004,0,35.0
2025-09-01 16:15:00,A1,47,0.430465693008991,16,15,0,False,False,0,-0.8660254037844384,-0.5000000000000004,0,45.0
2025-09-01 16:20:00,A1,29,0.47168388667263517,16,20,0,False,False,0,-0.8660254037844384,-0.5000000000000004,0,33.0
2025-09-01 16:25:00,A1,34,0.4314422054163172,16,25,0,False,False,0,-0.8660254037844384,-0.5000000000000004,0,24.0
2025-09-01 16:30:00,A1,31,0.49312865936489625,16,30,0,False,False,0,-0.8660254037844384,-0.5000000000000004,0,26.0
2025-09-01 16:35:00,A1,30,0.48751859279740145,16,35,0,False,False,0,-0.8660254037844384,-0.5000000000000004,0,29.0
2025-09-01 16:40:00,A1,27,0.3712528672404026,16,40,0,False,False,0,-0.8660254037844384,-0.5000000000000004,0,41.0
2025-09-01 16:45:00,A1,35,0.5322331646414824,16,45,0,False,False,0,-0.8660254037844384,-0.5000000000000004,0,22.0
2025-09-01 16:50:00,A1,27,0.40526294637587473,16,50,0,False,False,0,-0.8660254037844384,-0.5000000000000004,0,32.0
2025-09-01 16:55:00,A1,33,0.4716993154495378,16,55,0,False,False,0,-0.8660254037844384,-0.5000000000000004,0,33.0
2025-09-01 17:00:00,A1,63,0.6975736981963915,17,0,0,False,False,1,-0.9659258262890683,-0.25881904510252063,0,29.0
2025-09-01 17:05:00,A1,46,0.657889080638207,17,5,0,False,False,1,-0.9659258262890683,-0.25881904510252063,0,36.0
2025-09-01 17:10:00,A1,39,0.7322688156886362,17,10,0,False,False,1,-0.9659258262890683,-0.25881904510252063,0,40.0
2025-09-01 17:15:00,A1,45,0.7901373181114343,17,15,0,False,False,1,-0.9659258262890683,-0.25881904510252063,0,47.0
2025-09-01 17:20:00,A1,60,0.756508120866587,17,20,0,False,False,1,-0.9659258262890683,-0.25881904510252063,0,29.0
2025-09-01 17:25:00,A1,55,0.5905548568394619,17,25,0,False,False,1,-0.9659258262890683,-0.25881904510252063,0,34.0
2025-09-01 17:30:00,A1,46,0.6185784449693914,17,30,0,False,False,1,-0.9659258262890683,-0.25881904510252063,0,31.0
2025-09-01 17:35:00,A1,47,0.6403907649468131,17,35,0,False,False,1,-0.9659258262890683,-0.25881904510252063,0,30.0
2025-09-01 17:40:00,A1,62,0.7741181103049922,17,40,0,False,False,1,-0.9659258262890683,-0.25881904510252063,0,27.0
2025-09-01 17:45:00,A1,58,0.8556892293369911,17,45,0,False,False,1,-0.9659258262890683,-0.25881904510252063,0,35.0
2025-09-01 17:50:00,A1,63,0.7305682888703132,17,50,0,False,False,1,-0.9659258262890683,-0.25881904510252063,0,27.0
2025-09-01 17:55:00,A1,55,0.7284710337087019,17,55,0,False,False,1,-0.9659258262890683,-0.25881904510252063,0,33.0
2025-09-01 18:00:00,A1,55,0.6677304553797442,18,0,0,False,False,1,-1.0,-1.8369701987210297e-16,0,63.0
2025-09-01 18:05:00,A1,53,0.6248491963938668,18,5,0,False,False,1,-1.0,-1.8369701987210297e-16,0,46.0
2025-09-01 18:10:00,A1,52,0.7279447597268929,18,10,0,False,False,1,-1.0,-1.8369701987210297e-16,0,39.0
